Nota;Fecha;Medio;Tema;Subtema;Sub-subtema;Link
“Aquí no Necesitamos una Ciclovía”, Insisten Vecinos de Paseos del Sol;08/01/2024;Pagína 24 Jalisco;Bicicleta;Ciclovía;Oposición;https://pagina24jalisco.com.mx/2024/01/08/local/aqui-no-necesitamos-una-ciclovia-insisten-vecinos-de-paseos-del-sol/
Se confrontan por ciclovía en avenida Copérnico;06/01/2024;Meganoticias;Bicicleta;Ciclovía;Apoyo;https://www.meganoticias.mx/guadalajara/noticia/se-confrontan-por-ciclovia-en-avenida-copernico/488221
Hacen rodada a favor de la ciclovía en Avenida Copérnico;06/01/2024;Mural;Bicicleta;Ciclovía;Apoyo;https://www.mural.com.mx/hacen-rodada-a-favor-de-la-ciclovia-en-avenida-copernico/ar2736512
Ciclistas realizan rodada en favor de ciclovía de Paseos del Sol, opositores los confrontan;06/01/2024;Notisistema;Bicicleta;Ciclovía;Apoyo;https://www.notisistema.com/noticias/ciclistas-realizan-rodada-en-favor-de-ciclovia-de-paseos-del-sol-opositores-los-confrontan/
Alistan recursos legales para que se retomen obras en ciclovía de Copérnico;05/01/2024;Notisistema;Bicicleta;Ciclovía;Apoyo;https://www.notisistema.com/noticias/alistan-recursos-legales-para-que-se-retomen-obras-en-ciclovia-de-copernico/
Ubicación de ciclovía y paradas de camiones causan conflicto en Paseo Alcalde;05/01/2024;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/ubicacion-de-ciclovia-y-paradas-de-camiones-causan-conflicto-en-paseo-alcalde/
Preparan rodada a favor de ciclovía en Copérnico;04/01/2024;NTR Guadalajara;Bicicleta;Ciclovía;Apoyo;https://www.ntrguadalajara.com/post.php?id_nota=208139
Colectivos piden seguir con ciclovía de Copérnico;03/01/2024;NTR Guadalajara;Bicicleta;Ciclovía;Acciones colectivos;https://www.ntrguadalajara.com/post.php?id_nota=208064
Muestran apoyo a ciclovía en la avenida Copérnico;03/01/2024;NTR Guadalajara;Bicicleta;Ciclovía;Apoyo;https://www.ntrguadalajara.com/post.php?id_nota=208113
"2024 recibe a tapatíos con incremento de 28 pesos en Mi Bici; ahora cuesta 478 pesos la anualidad";01/01/2024;UDGTV;Bicicleta;Bici pública;Anualidad;https://udgtv.com/noticias/2024-recibe-a-tapatios-con-incremento-de-28-pesos-en-mi-bici/208716
