Nota;Fecha;Medio;Tema;Subtema;Sub-subtema;Link
Obra inconclusa en el parque Solidaridad, convertida en trampa mortal;29/07/2021;El Occidental;Bicicleta;Ciclovía;Varios;https://www.eloccidental.com.mx/local/obra-inconclusa-en-el-parque-solidaridad-convertida-en-una-trampa-mortal-7023278.html
Piden mejorar infraestructura para proteger a ciclistas, suman 9 fallecidos;30/07/2021;Lider 919;Bicicleta;Seguridad;Bicicleta Blanca;https://lider919.com/148009-2
Repuntan las muertes de ciclistas en percances con automóviles;05/08/2021;Canal 44;Bicicleta;Siniestralidad;BB;https://www.youtube.com/watch?v=sVGJKLPSyRU
Repuntan las muertes de ciclistas en percances con automóviles;05/08/2021;UDGTV;Bicicleta;Siniestralidad;BB;https://udgtv.com/noticias/repuntan-las-muertes-ciclistas-percances-automoviles/
Tapatíos ignoran nuevas reglas para evitar contagios en el Centro y la Vía RecreActiva;08/08/2021;UDGTV;Bicicleta;Vía recractiva;COVID 19;https://udgtv.com/noticias/tapatios-ignoran-nuevas-reglas-evitar-contagios-centro-la-via-recreactiva/
El 2020 es el año con más robos de bicis en la ZMG;09/08/2021;El informador;Bicicleta;Bicicleta;Robos;https://www.informador.mx/jalisco/El-2020-es-el-ano-con-mas-robos-de-bicis-en-la-ZMG--20210809-0040.html
Lluvias también afectan las ciclovías de la ciudad;17/08/2021;Notisistema;Bicicleta;Ciclovías;Varios;https://www.notisistema.com/noticias/lluvias-tambien-afectan-las-ciclovias-de-la-ciudad/
Vecinos de Jardines del Bosque denuncian falta de mantenimiento de la ciclovía;18/08/2021;Notisistema;Bicicleta;Ciclovías;Mantenimiento;https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-denuncian-falta-de-mantenimiento-de-la-ciclovia/
Remplazan algunas “quesadillas” de ciclovías que pusieron al revés;18/08/2021;Notisistema;Bicicleta;Ciclovías;Mantenimiento;https://www.notisistema.com/noticias/remplazan-algunas-quesadillas-de-ciclovias-que-pusieron-al-reves/
Niega SIOP que estén al revés las “quesadillas” de ciclovías que son remplazadas;19/08/2021;Notisistema;Bicicleta;Ciclovías;Mantenimiento;https://www.notisistema.com/noticias/niega-siop-que-esten-al-reves-las-quesadillas-de-ciclovias-que-son-remplazadas/
MiBici integra 26 estaciones y 275 unidades;24/08/2021;NTRGuadalajara;Bicicleta;Bici pública;Infraestructura;https://www.ntrguadalajara.com/post.php?id_nota=170791
Las mujeres y sus bicis ganan terreno en las calles de Guadalajara;26/08/2021;Quadratin;Bicicleta;Genero;Equidad;https://guerrero.quadratin.com.mx/las-mujeres-y-sus-bicis-ganan-terreno-en-las-calles-de-guadalajara/
¿Cuáles son las ciclopistas más usadas y cuántos ciclistas transitan por ellas al día?;30/08/2021;Canal 44;Bicicleta;Ciclovías;Infraestructura;https://www.youtube.com/watch?v=gScJ8JLmpJc
Suman 13 ciclistas arrollados en Guadalajara;11/09/2021;Mural;Bicicleta;Siniestralidad;Bici blanca;https://www.mural.com.mx/suman-13-ciclistas-arrollados-en-guadalajara/ar2256732?v=3
Un año de prisión preventiva para ladrón de una bicicleta de MiBici;11/09/2021;Trafico ZMG;Bicicleta;Bici pública;Robo;https://traficozmg.com/2021/09/un-ano-de-prision-preventiva-para-ladron-de-una-bicicleta-de-mibici/
Pedalean para socializar plan de movilidad con visión metropolitana;18/09/2021;El Informador;Bicicleta;Rodada;Varios;https://www.informador.mx/jalisco/Pedalean-para-socializar-plan-de-movilidad-con-vision-metropolitana-20210918-0053.html
Toma centro comercial medio carril de Mariano Otero;18/09/2021;Mural;Bicicleta;Ciclovía;Infraestructura;https://www.mural.com.mx/toma-centro-comercial-medio-carril-de-mariano-otero/ar2260809
"Aumenta el uso de las bicicletas públicas; en agosto se registraron 525 nuevos usuarios";19/09/2021;Crónica Jalisco;Bicicleta;Bici pública;Servicio;https://www.cronicajalisco.com/notas-aumenta_el_uso_de_las_bicicletas_publicas_en_agosto_se_registraron_525_nuevos_usuarios-110808-2021
El sistema de Mi Bici ya tiene más de 17 mil usuarios;20/09/2021;Lider 919;Bicicleta;Bici pública;Varios;https://lider919.com/el-sistema-de-mi-bici-ya-tiene-mas-de-17-mil-usuarios
Listas, laterales de Mariano Otero y Las Torres con ciclovía y parque lineal;21/09/2021;UDGTV;Bicicleta;Ciclovía;Infraestructura;https://udgtv.com/noticias/listas-laterales-mariano-otero-las-torres-ciclovia-parque-lineal/
Presume presidente de Jocotepec remodelación de ciclovía y carretera durante informe;21/09/2021;UDGTV;Bicicleta;Ciclovía;Infraestructura;https://udgtv.com/noticias/ocotlan-noticias/presume-presidente-jocotepec-remodelacion-ciclovia-carretera-informe/
Vecinos inconformes por ciclovía en Guadalupe se dicen “ignorados” por autoridades;27/09/2021;Canal 44;Bicicleta;Ciclovía;Varios;https://www.youtube.com/watch?v=1-BONZ2YXCg
La de Guadalupe, una ciclovía con influencias: denuncian vecinos;27/09/2021;El Occidental;Bicicleta;Ciclovía;Varios;https://www.eloccidental.com.mx/local/la-de-guadalupe-una-ciclovia-con-influencias-denuncian-vecinos-7266861.html
Vecinos de Zapopan van por queja ante la CNDH por ciclovía;27/09/2021;NTR Guadalajara;Bicicleta;Ciclovía;Varios;https://ntrguadalajara.com/post.php?id_nota=172273
Acusan corrupción opositores a ciclovía de Guadalupe;28/09/2021;Mural;Bicicleta;Ciclovía;Varios;https://www.mural.com.mx/acusan-corrupcion-opositores-a-ciclovia-de-guadalupe/ar2266779
Acusan tráfico de influencias por ciclovía de Guadalupe;28/09/2021;NTR Guadalajara;Bicicleta;Ciclovía;Varios;https://www.ntrguadalajara.com/post.php?id_nota=172305
Por el carril del Macrobús también circulan ciclistas;07/10/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/por-el-carril-del-macrobus-tambien-circulan-ciclistas/
Regresa el paseo ciclista de avenida Chapultepec;13/10/2021;Notisistema;Bicicleta;Acciones;Colectivos ciudadanos;https://www.notisistema.com/noticias/regresa-el-paseo-ciclista-de-avenida-chapultepec/
Consideran riesgosa la ciclovía de Camichines en Tonalá;13/10/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/consideran-riesgosa-la-ciclovia-de-camichines-en-tonala/
Zapopan beneficiará a 157 mil ciclistas con red de infraestructura;18/10/2021;Trafico ZMG;Bicicleta;Ciclovías;Servicio;https://traficozmg.com/2021/10/zapopan-beneficiara-a-157-mil-ciclistas-con-red-de-infraestructura/
Ciclovía de avenida México tiene poca uniformidad;27/10/2021;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/ciclovia-de-avenida-mexico-tiene-poca-uniformidad/
En 10 meses, 13 ciclistas han fallecido en accidentes viales en Guadalajara;04/11/2021;Zonadocs;Bicicleta;Siniestralidad;Bicicleta blanca;https://www.zonadocs.mx/2021/11/04/en-10-meses-13-ciclistas-han-fallecido-en-accidentes-viales-en-guadalajara/
Crecen las voces que desaprueban obras en Jardines del Bosque;09/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/crecen-las-voces-que-desaprueban-obras-en-jardines-del-bosque/
Vecinos de Jardines del Bosque cuestionan la labor de Imeplan;10/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-cuestionan-la-labor-de-imeplan/
Vecinos de Jardines del Bosque rechazan obras en su colonia;10/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-rechazan-obras-en-su-colonia/
Aclara SIOP que sí socializó obras en Jardines del Bosque;11/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/aclara-siop-que-si-socializo-obras-en-jardines-del-bosque/
Vecinos de Jardines del Bosque lamenta que no existió socialización por obras;12/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-lamenta-que-no-existio-socializacion-por-obras/
Vecinos de Jardines del Bosque insisten en que autoridades no socializaron obras;12/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-insisten-en-que-autoridades-no-socializaron-obras/
Sustituyen bolardos de la ciclovía de avenida México y gastan doble;13/11/2021;El Informador;Bicicleta;Ciclovía;Infraestructura;https://www.informador.mx/jalisco/Sustituyen-bolardos-de-la-ciclovia-de-Avenida-Mexico-y-gastan-doble-20211113-0030.html
Vecinos de Jardines del Bosque solicitan reconsiderar las obras de la glorieta de Arcos y Niños Héroes;13/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-solicitan-reconsiderar-las-obras-de-la-glorieta-de-arcos-y-ninos-heroes/
Peatones piden meter en cintura a ciclistas;15/11/2021;Pagina 24;Bicicleta;Seguridad vial;Varios;https://pagina24jalisco.com.mx/2021/11/15/local/peatones-piden-meter-en-cintura-a-ciclistas/
Vecinos de Jardines del Bosque reclaman indiferencia de autoridades;16/11/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-jardines-del-bosque-reclaman-indiferencia-de-autoridades/
Suman 13 ciclistas fallecidos en las calles del Área Metropolitana de Guadalajara este año;18/11/2021;Milenio;Bicicleta;Siniestralidad;Bici blanca;https://www.milenio.com/politica/comunidad/guadalajara-13-ciclistas-han-muerto-en-2021
Limpian ciclovía de Mariano Otero;18/11/2021;Mural;Bicicleta;Ciclovía;Mantenimiento;https://www.mural.com.mx/limpian-ciclovia-de-mariano-otero/ar2299456?v=3
Roban 129 bicis públicas en los últimos tres años;21/11/2021;El Informador;Bicicleta;Bici pública;Robos;https://www.informador.mx/jalisco/Roban-129-bicis-publicas-en-los-ultimos-tres-anos--20211121-0040.html
Regresa renovada la Vía RecreActiva de Zapopan;29/11/2021;El Informador;Bicicleta;Vía recreactiva;Servicio;https://www.informador.mx/jalisco/Regresa-renovada-la-Via-RecreActiva-de-Zapopan-20211129-0041.html
Regresa la Vía RecreActiva de Zapopan, anuncian conectará con Guadalajara;29/11/2021;Trafico ZMG;Bicicleta;Vía recreactiva;Servicio;https://traficozmg.com/2021/11/regresa-la-via-recreactiva-de-zapopan-anuncian-conectara-con-guadalajara/
Modificar la ciclovía de Ciudad Guzmán dejará en riesgo a los ciclistas: Laura Martínez;01/12/2021;EL suspicaz;Bicicleta;Ciclovía;Varios;https://elsuspicaz.com/modificar-la-ciclovia-de-ciudad-guzman-dejara-en-riesgo-a-los-ciclistas-laura-martinez/
Será un retroceso modificar la ciclovía de Ciudad Guzmán: ciclistas;03/12/2021;EL suspicaz;Bicicleta;Ciclovía;Varios;https://elsuspicaz.com/sera-un-retroceso-modificar-la-ciclovia-de-ciudad-guzman-ciclistas/
EL SISTEMA DE BICI PÚBLICA MIBICI CUMPLEN SIETE AÑOS EN EL AMG;03/12/2021;Pasajero 7;Bicicleta;Bici pública;Varios;http://www.pasajero7.com/30514-2/
Inseguridad aleja a mujeres de la bicicleta;04/12/2021;Milenio;Bicicleta;Genero;Inseguridad;https://www.milenio.com/politica/comunidad/mi-bici-publica-mujeres-evitan-uso-por-inseguridad
Se quejan de la ciclovía de Camino al ITESO;08/12/2021;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/se-quejan-de-la-ciclovia-de-camino-al-iteso/
Motociclistas se apropian de ciclovía en Tonalá;11/12/2021;Pagina 24;Bicicleta;Ciclovía;Varios;https://pagina24jalisco.com.mx/2021/12/11/local/motociclistas-se-apropian-de-ciclovia-en-tonala/
Mueren más ciclistas en 2021 en la ZMG;19/12/2021;Mural;Bicicleta;Siniestralidad;Bici blanca;https://www.mural.com.mx/mueren-mas-ciclistas-en-2021-en-la-zmg/ar2318330?v=2
MIBICI CIERRA EL 2021 CON AUMENTOS DE VIAJES Y REGISTROS;22/12/2021;Pasajero 7;Bicicleta;Bici pública;Servicio;http://www.pasajero7.com/mibici-cierra-2021-aumentos-viajes-registros/
"
Tapatíos disfrutan de Vía RecreActiva";26/12/2021;El Occidental;Bicicleta;Vía recreactiva;Servicio;https://www.eloccidental.com.mx/local/tapatios-disfrutan-de-via-recreactiva-7654574.html
Tapatíos disfrutan de Vía RecreActiva;26/12/2021;El Occidental;Bicicleta;Vía recreactiva;Servicio;https://www.eloccidental.com.mx/local/tapatios-disfrutan-de-via-recreactiva-7654574.html
Incrementa el número de ciclistas fallecidos en Gdl, asegura colectivo Bicicleta Blanca;27/12/2021;Milenio;Bicicleta;Siniestralidad;Bici blanca;https://www.milenio.com/politica/comunidad/en-guadalajara-incrementa-el-numero-de-ciclistas-fallecidos
Ciclovías y remodelación del Parque Rojo, entre principales obras de GDL para 2022;28/12/2021;El Informador;Bicicleta;Ciclovía;Infraestructura;https://www.informador.mx/jalisco/Ciclovias-y-remodelacion-del-Parque-Rojo-entre-principales-obras-de-GDL-para-2022-20211228-0096.html
Guadalajara: Proyectan dos nuevas ciclovías para conectar zona oriente de la ciudad;29/12/2021;El Informador;Bicicleta;Ciclovía;Infraestructura;https://www.informador.mx/jalisco/Guadalajara-Proyectan-dos-nuevas-ciclovias-para-conectar-zona-oriente-de-la-ciudad-20211229-0097.html
Se juegan la vida en la ciclovía de Avenida Patria;29/12/2021;Mural;Bicicleta;Ciclovía;Seguridad vial;https://www.mural.com.mx/se-juegan-la-vida-en-la-ciclovia-de-avenida-patria/ar2322378?v=2
