,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
117,Pasajero 7,26/07/2022,GUADALAJARA APUESTA POR CARRIL BUSBICI SOBRE AV. HIDALGO,trafilatura,trafilatura,1581,0.34,https://www.pasajero7.com/guadalajara-apuesta-carril-busbici-av-hidalgo/,,"El director de Movilidad de Guadalajara, Jesús Carlos Soto Morfín, informó que a partir de la siguiente semana se asignará para uso exclusivo del transporte público y los ciclistas el carril de extrema derecha de Avenida Hidalgo.
Morfín agregó que esto tiene como objetivo dar prioridad al transporte público, por lo que quienes invadan el carril podrían ser acreedores de una multa de hasta 20 mil pesos por invadir el carril BusBici.
“Se tiene proyectada una mejora de 50 a 60% del tiempo de traslado del trolebús en este tramo. Está en promedio en 26 minutos, en hora pico a veces más, y se va a reducir a 12 minutos máximo con la exclusividad del carril. Está considerada la ampliación, el tema es presupuesta, pues hay otros proyectos y corredores contemplados antes de su ampliación”, añadió.
El arranque de este carril BusBici llegará acompañado de una campaña de socialización que contempla objetivos, beneficios y consecuencias por invadirlo.
Una de las complicaciones de la modificación será la vuelta a la derecha, por lo que Soto Morfín explicó que el conductor debe poner sus direccionales y dar preferencia al transporte público, bicicleta u otros dispositivos de baja velocidad.
Aunque las vueltas a la derecha estarán prohibidas en intersecciones semaforizadas a manera de piloto, pero con señalamiento; para vigilar que se cumpla, los agentes viales estarán en todo el corredor.
También te podría interesar: ¿Cómo va la unificación del prepago en Edomex?
El costo de las modificaciones, señalética y balizamiento de la avenida fue en total de 20 millones de pesos."
118,El Informador,26/07/2022,"Estos son todos los detalles del BusBici, el nuevo carril exclusivo en Avenida Hidalgo",trafilatura,trafilatura,3074,0.61,https://www.informador.mx/jalisco/BusBici-Estos-son-todos-los-detalles-del-nuevo-carril-exclusivo-en-Avenida-Hidalgo---20220726-0151.html,,"Estos son todos los detalles del BusBici, el nuevo carril exclusivo en Avenida Hidalgo
Próximamente la Avenida Hidalgo en Guadalajara tendrá un carril exclusivo para la circulación de ciclistas y del trolebús. Aquí te contamos las claves del proyecto
Este proyecto serÃa el primer Bus-Bici que operarÃ¡ en la ciudad, ya que no hay otro en ninguna parte de la metrÃ³poli. EL INFORMADOR / ARCHIVO
En marzo el Ayuntamiento de Guadalajara dio a conocer que habrÃ¡ un carril exclusivo para la circulaciÃ³n de ciclistas y del TrolebÃºs en Avenida Hidalgo, dicho proyecto se llama BusBici. Ahora estÃ¡ a punto de ser una realidad.
Para que no te agarre de sorpresa y sepas su funcionamiento como ciclista o como conductor, aquÃ te contamos todo lo que tienes que saber del BusBici.
- Â¿DÃ³nde estarÃ¡? 
EstarÃ¡ en el carril de extrema derecha sobre Avenida Hidalgo, en Guadalajara.
- Â¿De dÃ³nde a dÃ³nde abarcarÃ¡? 
De Victoriano Salado Ãlvarez a Contreras MedellÃn.
- Â¿QuÃ© distancia tendrÃ¡? 
3.72 kilÃ³metros .
- Â¿Quienes pueden circular por ahÃ? 
SerÃ¡ exclusivo para ciclistas y para el TrolebÃºs.
- Â¿ConvivirÃ¡n los ciclistas con el TrolebÃºs? 
SÃ, pero de una forma segura. EstarÃ¡n en el mismo carril, pero no el mismo espacio, el ciclista estarÃ¡ orientado a la derecha y el transporte pÃºblico a la izquierda con reductores de velocidad cada tantos metros.
- Â¿HabrÃ¡ multa si invado el carril con mi auto? 
SÃ, al ser un carril exclusivo costarÃ¡n lo mismo que en el caso del MacrobÃºs: de 14 mil a 20 mil pesos.
- Â¿QuÃ© involucra el proyecto del BusBIci? 
Aparte de la renovaciÃ³n del reencarpetamiento, mejorarÃ¡n los seÃ±alamientos, accesibilidad a las esquinas y ajustes en los carriles de circulaciÃ³n vehicular.
- Â¿CuÃ¡nto costarÃ¡ el proyecto? 
20 millones de pesos.
- Â¿CuÃ¡ndo darÃ¡ inicio? 
La primera semana de agosto comenzarÃ¡ la segregaciÃ³n del carril y pasarÃ¡ a ser Ãºnico y exclusivo del proyecto BusBici, aunque la segunda quincena de agosto comenzarÃ¡ a funcionar el carril y la socializaciÃ³n del mismo.
- Â¿MejorarÃ¡ el tiempo de traslado del TrolebÃºs? 
SÃ, en ese tramo tendrÃ¡ una mejora de 50 a 60% del tiempo, es decir, hoy en promedio hace 26 minutos (o mÃ¡s en hora pico), y se va a reducir a 12 minutos mÃ¡ximo con la exclusividad del carril.
- Â¿CuÃ¡l es el objetivo del proyecto? 
El fin es reducir el tiempo de traslado del TrolebÃºs, asÃ como el nÃºmero de accidentes en esa vÃa.
-  Ciclistas y automovilistas ven con buenos ojos BusBici de Hidalgo
Cabe seÃ±alar que en el caso de las vueltas a la derecha, el conductor deberÃ¡ poner sus direccionales y dar preferencia al transporte pÃºblico, bicicleta u otros dispositivos de baja velocidad que pasen.
Las primeras semanas habrÃ¡ agentes viales en el sitio que estarÃ¡n instruyendo a los conductores a no utilizar el carril, posterior a ese periodo, se comenzarÃ¡ con las sanciones a quien utilice el carril exclusivo.
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
121,El Informador,26/07/2022,Alistan multas de hasta 20 mil pesos por invadir BusBici,trafilatura,trafilatura,1332,0.5,https://www.informador.mx/jalisco/Movilidad-en-Guadalajara-Alistan-multas-de-hasta-20-mil-por-invadir-BusBici-20220726-0032.html,,"Alistan multas de hasta 20 mil pesos por invadir BusBici
A partir de la siguiente semanaÂ el carril derechoÂ enÂ avenida Hidalgo será exclusivo para los autobuses delÂ transporte público y las bicicletas
El reencarpetado y seÃ±alizaciÃ³n de la vÃa tuvo un costo de 20 millones de pesos. EL INFORMADOR/A. Camacho
Con el proyecto de BusBici en avenida Hidalgo, a partir de la siguiente semana el carril de la extrema derecha serÃ¡ sÃ³lo para las unidades del transporte pÃºblico y las bicicletas.
El director de Movilidad del Ayuntamiento de Guadalajara, JesÃºs Carlos Soto MorfÃn, advirtiÃ³ que las multas para quienes no respeten este ordenamiento serÃ¡n de hasta 20 mil pesos, como en el caso del MacrobÃºs.
âLas sanciones las va a poner la PolicÃa Vial. El acuerdo que tenemos con ellos es dar un margen de dos semanas de socializaciÃ³n. HabrÃ¡ agentes que estarÃ¡n instruyendo a los conductores a no utilizar el carril. Posterior a ese periodo se comenzarÃ¡ con las sancionesâ, destacÃ³.
En la intervenciÃ³n se invirtieron 20 millones de pesos.
IncluyÃ³ segregaciÃ³n del carril, colocaciÃ³n de seÃ±alamientos y tambiÃ©n trabajos de balizamiento y reencarpetamiento. 
  
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
122,El Informador,25/07/2022,¿Cuándo iniciará la división de carril del BusBici en Avenida Hidalgo?,trafilatura,trafilatura,2952,0.52,https://www.informador.mx/jalisco/Movilidad-en-Guadalajara-Cuando-iniciara-la-division-de-carril-de-BusBici-en-Avenida-Hidalgo-20220725-0111.html,,"Â¿CuÃ¡ndo iniciarÃ¡ la divisiÃ³n de carril del BusBici en Avenida Hidalgo?
A continuación te contamos todo lo que tienes que saber acerca del proyecto del BusBiciÂ
Para segregar el carril y poner seÃ±alamientos, se invirtieron cinco millones de pesos, aunque el costo, incluyendo balizamiento y reencarpetamiento de Avenida Hidalgo fue en total de 20 millones de pesos. EL INFORMADOR/A. CAMACHO
El director de Movilidad de Guadalajara, JesÃºs Carlos Soto MorfÃn, dio a conocer cuÃ¡ndo darÃ¡ inicio el proyecto del BusBici que traerÃ¡ consigo la divisiÃ³n de un carril en Avenida Hidalgo.
SerÃ¡ a partir de la siguiente semana, cuando el carril de la extrema derecha pase a ser Ãºnica y exclusivamente para el proyecto de BusBici, es decir para el transporte y las bicicletas. Asimismo, en la segunda quincena de agosto se pretende que comiencie a funcionar el carril y la socializaciÃ³n del mismo.
Asimismo, el director detallÃ³ que habrÃ¡ multas para quien invada el carril, las cuales serÃ¡n equivalentes a las que se aplican en el caso del MacrobÃºs.
-  LEE MÃS SOBRE LAS MULTAS: Esto costarÃ¡n las multas por invadir el carril de BusBici en Avenida Hidalgo
En el caso de las vueltas a la derecha, seÃ±alÃ³ que el conductor debe poner sus direccionales y dar preferencia al transporte pÃºblico, bicicleta u otros dispositivos de baja velocidad que pasen. Aunque estas se prohibirÃ¡n en intersecciones semaforizadas a manera de piloto, pero con seÃ±alamiento. Para vigilar que se cumpla, los agentes viales estarÃ¡n en todo el corredor.
JesÃºs Carlos Soto MorfÃn destacÃ³ que aunque no habrÃ¡ mayor complicaciÃ³n con ciclistas, sÃ serÃ¡ mÃ¡s complejo dar la vuelta a la derecha. AdemÃ¡s, aunque por ahora el carril solo estarÃ¡ de Victoriano Salado Ãlvarez a Contreras MedellÃn (3.72 kilÃ³metros), se contempla completar el circuito de la LÃnea 1 y 3 del TrolebÃºs.
âSe tiene proyectada una mejora de 50 a 60% del tiempo de traslado del trolebÃºs en este tramo. EstÃ¡ en promedio en 26 minutos, en hora pico a veces mÃ¡s, y se va a reducir a 12 minutos mÃ¡ximo con la exclusividad del carril. EstÃ¡ considerada la ampliaciÃ³n, el tema es presupuesta, pues hay otros proyectos y corredores contemplados antes de su ampliaciÃ³nâ, aÃ±adiÃ³.
Para segregar el carril y poner seÃ±alamientos, se invirtieron cinco millones de pesos, aunque el costo, incluyendo balizamiento y reencarpetamiento de Avenida Hidalgo fue en total de 20 millones de pesos.
JL
Lee TambiÃ©n
- 
						Estos son todos los cambios que tendrÃ¡ el transporte pÃºblico por el paso de la RomerÃa
- 
						Â¿LLUVIA en GDL por la noche?, pronÃ³stico del clima para hoy, 10 de octubre
- 
						Bajan lluvias el sÃ¡bado en Guadalajara, pero se mantiene nublado
- 
						Madrugan para asegurar lugar en concierto de Caifanes en Fiestas de Octubre
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
123,Meganoticias,22/07/2022,Bus bici un proyecto,trafilatura,trafilatura,2501,0.47,https://www.meganoticias.mx/guadalajara/noticia/bus-bici-un-proyecto-donde-circularan-bicicletas-y-trolebus/346478,,"Movilidad
                                                                    
                                                Por:
                                                                    								Israel Rangel
                    							 
                    							
Guadalajara
Fecha: 22-07-2022
                                        Guadalajara
Fecha: 22-07-2022
El proyecto Bus-Bici se trata de un carril exclusivo para la operación y circulación de transporte público y movilidad activa, la bicicleta, el patìn eléctrico, las líneas 1 y 2 de Sitren y el Trolebús.
El director de Movilidad de Guadalajara, Jesús Carlos Soto Morfín, señala que el carril que se intervendrá es aquel donde actualmente circula el Trolebús, un medio de transporte público que tiene una velocidad controlada de 30 kilómetros por hora y que permite la interacción con los ciclistas en un espacio lo suficientemente ancho para que sea compartido por ambos medios de transporte.
""Y se va a tratar de un carril segregado exclusivamente para estos modos de transporte, habrà sanciones para el automovilista que utilice este carril exclusivo, solamente vehículos de emergencia podràn utilizarlo llegado el caso, los otros tres carriles que quedan de la vialidad son para el uso de los vehículos motorizados incluyendo motocicletas"".
El proyecto de Bus-Bici contempla 3.73 kilómetros de distancia en la Avenida Hidalgo, desde la calle Victoriano Salado Álvarez hasta llegar a la calle Contreras Medellín a la altura del Mercado Corona en el Centro Histórico de la ciudad.
Se invirtieron 5 millones de pesos para la configuración de todo este carril y adicionalmente un presupuesto cerca de 20 millones de pesos para todo el reencarpetado de la avenida Hidalgo en este mismo tramo
""Estamos en estos dìas colocando señalamiento vertical también en toda la avenida para indicarle a los conductores la manera nueva de operar, por ejemplo las vueltas a la derecha van a tener la peculiaridad de que se tiene que dar prioridad de paso a los ciclistas o a los usuarios del transporte pùblico en esta arteria"". 
""Lo que vamos a generar de beneficios con esta obra es una reducciòn de hasta el 50 o 60 por ciento del tiempo de traslado de los usuarios del transporte pùblico"".
Hasta el momento, los trabajos que se han concluido son de pintura y señalización a nivel de piso, aún faltan señalizar a nivel vertical y la colocación de lonas informativas, será a principios del mes de agosto cuando comience a operar Bus-Bici"
124,Meganoticias,22/07/2022,Ciclistas ven favorable el carril bus bici,trafilatura,trafilatura,1282,0.1,https://www.meganoticias.mx/guadalajara/noticia/ciclistas-ven-favorable-el-proyecto-bus-bici/346484,,"Movilidad
                                                                    
                                                Por:
                                                                    								Israel Rangel
                    							 
                    							
Guadalajara
Fecha: 22-07-2022
                                        Guadalajara
Fecha: 22-07-2022
Ciclistas ven con buenos ojos que el carril de extrema derecha en avenida Hidalgo sea exclusivo para que transiten los ciclistas y el trolebús, según lo planea el proyecto Bus-Bici.
 ""Pues para nosotros sí nos beneficia mucho porque yo en lo personal uso la bicicleta como mi principal medio de transporte y eso nos da un poquito más de seguridad  al movernos dentro de la ciudad"", expresa Alejandro Aguilar. 
Pará Gabriela el proyecto es algo increíble ""Pues se me hace algo increíble, no tenía idea, creo que para los que andamos en bici nos va hacer un gran, gran favor y pues también la seguridad para los ciclistas se me hace muy chido"".
""Pues me parece una muy buena idea así ya vamos a poder andar más fácilmente sin taparle a los coches o ir por la banqueta"", dice Daniel.
Este proyecto sería el primer Bus-Bici que operará en la ciudad, ya que no hay otro en ninguna parte de Jalisco por ahora."
129,Mural,17/07/2022,Viajes de MiBici crecen en 29%,trafilatura,trafilatura,522,0.82,https://www.mural.com.mx/viajes-de-mibici-crecen-en-29/ar2438005?v=2,,"COMUNIDAD
02 MIN 00 SEG
Mariana Quintero
Guadalajara, México (17 julio 2022) .-05:00 hrs
La estación de destino más popular de Mi Bici se ubica en López Cotilla y Marcos Castellanos. Crédito: Archivo
Mientras que en el primer semestre de 2021 se registraron 1 millón 431 mil 143 viajes de MiBici, para el primer semestre de 2022 esta cifra ascendió a 2 millones 29 mil 228 traslados, es decir, un aumento del 29.4 por ciento, de acuerdo con datos reportados por el Instituto de Información Estadística y Geográfica (IIEG)."
133,NTR Guadalajara,13/07/2022,"MiBici, sin recuperar nivel de viajes previo a pandemia",trafilatura,trafilatura,1339,0.3,https://www.ntrguadalajara.com/post.php?id_nota=184724,,"La cantidad de viajes realizados en el sistema de bicicleta pública MiBici a partir de marzo casi es igual a la que se reportaba antes del inicio de la pandemia de Covid-19.
Entre marzo y junio, la cantidad mensual de viajes osciló entre los 330 mil y 377 mil, mientras que entre noviembre de 2019 y febrero de 2020, es decir, antes de la contingencia, fue de entre 317 mil y 378 mil, de acuerdo con un reporte del Instituto de Información Estadística y Geográfica (IIEG).
Sin embargo, entre marzo y junio de 2019 el mínimo fue de 361 mil y el máximo de 419 mil. Históricamente, el mes con mayor cantidad de viajes ha sido octubre de 2019, cuando se realizaron más de 422 mil.
En total, en los primeros seis meses de 2022 los usuarios completaron 2 millones 29 mil viajes, de los cuales 27 por ciento, o 547 mil, fue realizado por mujeres y 72.6 por ciento, o 1 millón 473 mil, por varones. En los casi 9 mil viajes restantes no se tiene identificado el género del usuario.
Por grupos de edad, los usuarios de 25 a 34 años de edad son quienes más usan MiBici, pues concentraron 48.6 por ciento del total de los viajes del primer semestre del año. Los viajes de personas de 35 a 44 años representaron 19.5 por ciento y los de jóvenes de 16 a 24, 18.9 por ciento. El IIEG identificó 255 viajes realizados por personas de más de 70 años.
jl/I"
134,El Informador,13/07/2022,"Millennials, los que más usan MiBici",trafilatura,trafilatura,1782,0.51,https://www.informador.mx/jalisco/Millenials-son-quienes-mas-utilizan-MiBici-en-el-primer-semestre-del-ano-20220713-0148.html,,"Millennials, los que mÃ¡s usan MiBici
Los millennials han realizado en el primer semestre del año casi la mitad de todos los viajes en MiBici
Casi la mitad de los viajes son realizados por personas de entre 25 y 34 aÃ±os. EL INFORMADOR/ ARCHIVO
En el primer semestre de este aÃ±o, los usuarios de MiBici realizaron dos millones 029 mil 228 viajes. De los cuales 547 mil 476 fueron realizados por mujeres (27%) y el resto, un millÃ³n 473 mil 037, por hombres.
Son las personas de entre 25 y 34 aÃ±os quienes mÃ¡s emplean este medio de transporte, realizando el 48.6% de los viajes totales.
Los jÃ³venes de entre 16 y 24 aÃ±os realizan el 18.9% de traslados y quienes tienen de 35 a 44 aÃ±os concentran el 19.5%. Del resto se desconoce la edad.
Los dÃas favoritos para pedalear
De acuerdo con el estudio, el uso de este medio de transporte fluctÃºa de acuerdo con el dÃa de la semana, pues los dÃas con menos traslados son los fines de semana y aquellos de vacaciones. Los dÃas de mayor uso son martes, miÃ©rcoles y jueves.
Durante ese periodo se hicieron en promedio 11 mil 221 viajes al dÃa.
Las distancias que recorren
La distancia lineal mÃ¡s larga entre estaciones recorridas con MiBici fue de mil 472 metros.
Los viajes realizados con una distancia lineal de alrededor de 600 y mil metros entre las estaciones de origen y destino fue lo mÃ¡s comÃºn durante este periodo.
Para el cÃ¡lculo de las distancias Ãºnicamente se cuenta con la informaciÃ³n de las estaciones de origen y destino. El 7.9% de los viajes iniciaron y terminaron en la misma estaciÃ³n, por lo que su distancia lineal se contabiliza como de 0 metros.
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
135,Canal 44,11/07/2022,La ciclovía de Javier Mina será de la Calzada Independencia al Parque Solidaridad.,error,error,0,9.72,https://www.youtube.com/watch?app=desktop&v=y7ZVcVaoOLQ,,
136,Pagina 24,11/07/2022,Muevan a la banqueta la ciclovía de Guadalupe,trafilatura,trafilatura,2026,0.87,https://pagina24jalisco.com.mx/2022/07/11/local/muevan-a-la-banqueta-la-ciclovia-de-guadalupe/,,"En vez de que vehículos usen el espacio usen: Habitantes
Irán a los eventos del presidente municipal de Zapopan para demandar que se reajuste el proyecto
Por Rafael Hernández Guízar
Vecinos de la avenida Guadalupe en el municipio de Zapopan, recrudecieron medidas contra la ciclovía que instaló el ayuntamiento.
Desde que se anunció la instalación de la ciclovía los vecinos la rechazaron, una vez funcionando se manifestaron en contra, y ahora preparan manifestaciones y hasta un plantón.
“Ya estamos hartos de que no nos hagan caso, necesitamos que quiten ya esta ciclovía, que la quiten de aquí, que la suban a la baqueta porque hay tanto espacio que lejos de que lo usen para algo bueno lo han usado como estacionamiento, y de que estén los carros sobre la banqueta a que vaya la ciclovía pues creo que no hay ni que preguntarse, obviamente que sea la vía”, sentenció Rafael Gómez, uno de los entrevistados.
“Nosotros como ya tratamos de que nos recibiera el presidente Juan José Frangie y no sirvió de nada, por eso es que ahora pues vamos a tratar de ver otras opciones, a ver si cerramos el paso en la avenida, o si nos ponemos en plantón en la ciclovía o incluso, si no nos hacen caso pues vamos a tener que estarlo siguiendo a él sus eventos, en cada evento que tenga ahí vamos a estar con las lonas y pancartas, porque pusimos lonas en la misma avenida pero no hacen nada, eso es señal de que estamos en protesta”, agregó.
En las afueras de diversos cotos, han sido colocadas lonas en las cuales se deja en claro el rechazo de los vecinos a la ciclovía.
En dichas lonas, los vecinos exigen al ayuntamiento que regresen el espacio público que les fue quitado por la instalación de la ciclovía, es decir, el carril de extrema derecha que según los vecinos es muy necesario, pues avenida Guadalupe es la única vía que cruza el Anillo Periférico y por la cual pasan miles de automóviles al día.
Con todo esto, los vecinos dieron un ultimátum al alcalde, o les dan una respuesta, o saldrán a tomar acciones por sí mismos."
137,El Informador,11/07/2022,"Crece MiBici, pero usuarios solicitan más estaciones",trafilatura,trafilatura,1446,0.54,https://www.informador.mx/jalisco/Crece-MiBici-pero-usuarios-solicitan-mas-estaciones-20220711-0035.html,,"Crece MiBici, pero usuarios solicitan mÃ¡s estaciones
La empresa en 2019 realizó una inversión en la compra deÂ 479 bicicletas nuevas y en 2020 otras 275 más, sin embargo, usuarios comentan que desde ése momento no han visto mejoras
Hoy MiBici cuenta con tres mil 200 bicis y 300 puntos de anclaje. EL INFORMADOR/ Archivo
El sistema de MiBici suma dos millones de viajes; sin embargo, los usuarios piden mÃ¡s estaciones, bicicletas y mantenimiento.
Luis Ãngel Bautista utiliza el servicio desde hace cuatro aÃ±os. Comenta que en ese tiempo no ha visto mejoras. âHace tres meses fallaban, se quedaban sin luz las estaciones. TenÃas que caminar mÃ¡s. Faltan mÃ¡s bicis porque en horas pico no hayâ.
VÃctor Reyes, miembro del programa desde hace dos aÃ±os, resalta que las personas deben mantener los equipos en buen estado. âNo tenemos la conciencia de su cuidadoâ.
MiBici se lanzÃ³ al pÃºblico el 1 de diciembre de 2014 con 860 bicicletas y 86 estaciones en el Centro de Guadalajara. Hoy cuenta con tres mil 200 bicis y 300 puntos de anclaje tambiÃ©n en Zapopan, Tlaquepaque y TonalÃ¡.
VÃa Transparencia, la Agencia Metropolitana de Infraestructura para la Movilidad informÃ³ que en 2019 se compraron 479 bicicletas nuevas y en 2020 otras 275 mÃ¡s. Desde entonces no hay mÃ¡s inversiÃ³n.
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
140,Mural,01/07/2022,Crece inseguridad en torno a ciclistas,trafilatura,trafilatura,332,0.75,https://www.mural.com.mx/crece-inseguridad-en-torno-a-ciclistas/ar2429371?v=2,,"COMUNIDAD
02 MIN 00 SEG
Tania Casillas
Guadalajara, México (01 julio 2022) .-05:00 hrs
Colectivos como Femibici y Calle sin Acoso han gestionado actividades para visibilizar el acoso a mujeres ciclistas. Crédito: Archivo
Cada vez hay más ciclistas en la Ciudad... y los delincuentes han aprovechado ese auge para hacer de las suyas."
142,Canal 44,20/06/2022,"Ruta 44 | Ciclovías en la metrópoli, ¿alternativas de movilidad?",error,error,0,9.91,https://www.youtube.com/watch?app=desktop&v=1ZITzmq0d00,,
143,Mural,11/06/2022,Ahora sí nos ven': ruedan desnudos en GDL,trafilatura,trafilatura,440,0.68,https://www.mural.com.mx/ahora-si-nos-ven-ruedan-desnudos-en-gdl/ar2418626,,"'Ahora sí nos ven': ruedan desnudos en GDL
02 MIN 00 SEG
Mariana Quintero
Guadalajara, México (11 junio 2022) .-20:41 hrs
El contingente pasó por la Minerva. Crédito: Mariana Quintero
Ciclistas circularon Avenida Hidalgo para hacerse visibles y exigir sus derechos. Crédito: Maricarmen Galindo
Cientos de ciclistas utilizaron la desnudez para hacerse visibles esta tarde durante el World Naked Bike Ride Guadalajara en su edición número 11."
144,NTR Guadalajara,11/06/2022,Llevan la Vía RecreActiva a colonias de Zapopan,trafilatura,trafilatura,1060,0.26,https://www.ntrguadalajara.com/post.php?id_nota=183269,,"Con la finalidad de llevar el deporte a todos los rincones de Zapopan, este viernes inició en San Juan de Ocotán el programa ‘La Vía en tu colonia’, que busca extender la zona de operación de la Vía RecreActiva.
La rodada consistió en un recorrido en bicicleta saliendo de la Colmena San Juan de Ocotán rumbo a la plaza de La Indígena pasando por las calles principales.
Posteriormente, se presentaron grupos de baile y dinámicas en conmemoración del Día Mundial de la Bicicleta, que se celebra el 3 de junio y el Día Mundial del Medio Ambiente que se conmemora el 5 de junio.
‘La Vía en tu colonia’ se llevará a cabo los viernes de 16:00 a 20:00 horas en distintas colonias del municipio.
Se cerrarán las calles principales y se aprovecharán los espacios públicos aledaños a las colonias que se visiten y se instalarán exposiciones, actividades de carácter cultural, académico, social, deportivo, recreativo, de salud y de protección y cuidado al medio ambiente.
Zapopan cuenta con 24.2 kilómetros de Vía RecreActiva y con más de 70 kilómetros de ciclovía.
JB"
145,Canal 44,09/06/2022,"Más de 2 mil ciclistas al desnudo recorrerán 23 kilómetros, en edición 11 del World Naked Bike Ride",error,error,0,10.14,https://www.youtube.com/watch?app=desktop&v=MzmY5l1CyRw,,
146,Trafico ZMG,07/06/2022,Piden modificar vía recreativa de Mariano Otero y Periférico,trafilatura,trafilatura,2292,0.34,https://traficozmg.com/2022/06/piden-modificar-via-recreativa-de-mariano-otero-y-periferico/,,"Piden modificar vía recreativa de Mariano Otero y Periférico
Una petición para modificar la vía recreativa que pasa por Av. Mariano Otero recolecta firmas, pues los domingos se complica la circulación por la zona debido a la disminución de los carriles laterales casi al llegar a Periférico.
La vía recreativa se realiza todos los domingos y tiene varias rutas en distintos puntos de la Zona Metropolitana de Guadalajara; uno de los puntos es Av. Mariano Otero, donde se utilizan los carriles centrales para la vía y los laterales para los automóviles, camiones de transporte público y demás vehículos.
Desde hace algunos meses se realizó una obra de remodelación en los carriles laterales de Av. Mariano Otero, en el sentido de poniente a oriente, por lo que los días de vía recreativa se genera un “cuello de botella” antes de llegar a Periférico, y el congestionamiento se extiende hasta Av. Azaleas, por lo que un usuario llamado Carlos realizó una petición en la plataforma change.org en la que solicita que se modifique la vía recreativa para que no se vuelva tan difícil transitar por Av. Mariano Otero los domingos, pues usuarios refieren que para salir a Periférico prácticamente sólo existe un carril para todos, incluyendo camiones del transporte público y desean que se agilice el tránsito los domingos.
“Los Domingos incrementa la cantidad de autos que transitan la Av Mariano Otero de Poniente a Oriente. La vía recreativa utiliza el carril central de Mariano Otero de Poniente a Oriente, obligando a los autos a transitar por el carril lateral hasta periférico. En los últimos años el carril lateral fue reducido causando gran acumulación de autos y un cuello de botella antes de llegar a periférico, extendiéndose el congestionamiento hasta Av Azaleas.
Se propone que las autoridades Municipales o Estatales (a quien corresponda) cambien la vía recreativa y que use el carril contrario (Oriente-Poniente) que tiene menos flujo vehicular en Domingo” se lee en la petición, la cual se puede encontrar aquí
La petición se generó el pasado domingo 5 de junio, solicitando alcanzar un total de mil 500 firmas, de las cuales ya cuenta con mil 264 al momento de la realización de esta nota.
Alejandrina Sandoval
También te podría interesar: Aseguran 250 vehículos con reporte de robo"
147,Canal 44,06/06/2022,Seis ciclistas han muerto en 9 años en Puerto Vallarta por automovilistas imprudentes,error,error,0,9.73,https://www.youtube.com/watch?v=8KjEsaz-fCA,,
148,Mural,06/06/2022,Ciclovías en la ZMG: Un camino de obstáculos,playwright,playwright,131,12.22,https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=https://www.mural.com.mx/ciclovias-en-la-zmg-un-camino-de-obstaculos/fg112451?v=2&referer=--7d616165662f3a3a6262623b727a7a7279703b767a783a66707467767d2a64287b7a617c767c7466--,,"La construcción de ciclovías ha ganado terreno en la ZMG en los últimos siete años, aunque su andar sigue padeciendo varias trabas."
149,Mural,06/06/2022,Van a pedalear desnudos por sus derechos,trafilatura,trafilatura,415,0.75,https://www.mural.com.mx/van-a-pedalear-desnudos-por-sus-derechos/ar2415076,,"CULTURA
01 MIN 30 SEG
Alejandra Carrillo
Guadalajara, México (06 junio 2022) .-05:00 hrs
La visibilidad ciclista en Guadalajara organiza otra rodada desnudos el próximo 11 de junio. Crédito: Archivo
Guadalajara se unirá tras 12 años y 11 rodadas al movimiento World Naked Bike Ride (WNBR), la rodada mundial desnuda, en su traducción más directa, que se lleva a cabo simultáneamente en más de 80 ciudades del mundo."
151,Mural,05/06/2022,Ciclovías sí reflejan un aumento en usuarios de bicicletas,trafilatura,trafilatura,357,0.71,https://www.mural.com.mx/ciclovias-si-reflejan-un-aumento-en-usuarios-de-bicicletas/ar2414743?v=2,,"COMUNIDAD
01 MIN 30 SEG
Fernanda Carapia
Guadalajara, México (05 junio 2022) .-05:00 hrs
Ciclistas que circulan en la unión de las ciclovías de Avenida Manuel Ávila Camacho y Calzada del Federalismo. Crédito: Maricarmen Galindo
La construcción de infraestructura ciclista ha disparado un 51 por ciento los viajes que se realizan en este medio de transporte."
