medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
Pagina 24,30/04/2021,Instalan bicipuerto sin decir agua va,trafilatura,trafilatura,2903,0.45,https://pagina24jalisco.com.mx/2021/04/30/local/instalan-bicipuerto-sin-decir-agua-va/,,"Gobierno estatal madruga a comunidad cristiana luterana de Zapopan:
Por Rafael Hernández Guízar
El gobierno del estado madrugó a la comunidad cristiana luterana en Zapopan, sin pedir parecer alguno, instalaron con mentiras y arbitrariamente un puerto de bicicletas, tapando casi todo el frente de la iglesia.
Sin importarles que la mayoría de los feligreses son personas de la tercera edad y que usan este espacio para bajarse de los autos y poder ingresar al templo, representantes del programa “MiBici” llegaron con mentiras y les dijeron que los vecinos ya lo habían aprobado, lo cual es una mentira que constatamos el día de ayer, pues a lo largo de varias cuadras por la calle Prado de los Pinos, al Cruce con Tepeyac, donde se instaló el ciclopuerto, los entrevistados dijeron que nunca les preguntaron si estaban o no de acuerdo.
“Eso es una mentira, es muy el estilo de lo que están haciendo, ya ve como pasó con la ciclovía en Guadalupe, pues lo mismo hicieron y no nada más es que ponen las bicicletas, es también que hacen de un solo sentido la calle y eso tampoco se lo preguntaron a nadie”, dijo uno de los vecinos muy molestos.
Y agregó: “Si ellos nos muestran el oficio donde los vecinos están firmando y es algo que todos decidieron pues entonces adelante, pero de lo contrario que lo pongan en otro lugar, por qué lo hacen así, es mentira, es una de las tantas mentiras con las que están haciendo lo que les da su gana”.
Entrevistado por Página 24, el Reverendo Guillermo Leyva, pastor de esta iglesia, señaló que llegaron los representantes de la autoridad, y sin dar explicación alguna comenzaron a hacer agujeros en la calle para la instalación de bolardos.
“Yo vi que llego una camioneta y pensé que eran los del SIAPA porque no nos llega agua, y ya después vi que no, que estaban poniendo estos tubos, les pregunté que qué estaban haciendo y dijeron que iban a poner lo de las bicis, pero agarraron 15 metros de la fachada, y pues lo pusieron aquí en la entrada de la iglesia, dicen que los vecinos lo aprobaron pero no mostraron nada, lo único que hicieron es dejar en el buzón un volante de lo que iban a poner y ya fue todo (…) aquí lo que nosotros decimos es que por qué hacen esto, hay espacios donde podrían haberlo puesto sin molestar a nadie pero se les ocurrió ponerlo aquí, sin pedir autorización, qué va a pasar con las personas que vienen a la iglesia, no van a poder ponerse aquí ni bajar del auto y son muchas personas ya de la tercera edad y con discapacidad”, dijo.
Justo enfrente de la iglesia hay un espacio donde según los vecinos entrevistados, podría haberse puesto el ciclopuerto, un terreno baldío, así como una pared de más de 10 metros que no tiene entrada de automóviles.
Molestos por el hecho, vecinos de la zona advirtieron que no permitirían esto y que acudirían a los tribunales en caso de ser necesario para que se coloque dicho puerto en otro sitio."
Milenio,09/05/2021,Por alerta atmosférica no hubo Vía RecreActiva y piden evitar actividades al aire libre,trafilatura,trafilatura,982,0.27,https://www.milenio.com/politica/comunidad/alerta-atmosferica-via-recreactiva-piden-evitar-actividades,,"A diferencia de otros domingos, este no hubo Vía RecreActiva luego de que los Ayuntamiento de Guadalajara, Zapopan y Tlaquepaque anunciarán que sería suspendida como consecuencia de la Alerta Atmosférica por el incendio forestal en el paraje Ciudad Cajetes, dentro del Área de Protección de Flora y Fauna (APFF) Bosque de La Primavera aunque este ya este controlado.
Además, el Gobierno del Estado de Jalisco, exhortó a la ciudadanía a evitar las actividades al aire libre y seguir las recomendaciones de las autoridades.
Según el Índice de calidad de aire en el Área Metropolitana de Guadalajara, el nivel máximo registrado este domingo fue de 139 puntos IMECA en las Águilas, mientras que en la estación Miravalle se activó precontingencia atmosférica al registrar 121 puntos de contaminantes.
Cabe señalar que en lo que va del año, es la primera vez que se suspende la Vía RecreActiva luego de permanecer cerrada desde marzo de 2020, con la contingencia sanitaria de covid-19.
MC"
Notisistema,12/05/2021,Postes de luz invaden ciclovía en Zapopan,playwright,playwright,252,4.51,https://www.notisistema.com/noticias/postes-de-luz-invaden-ciclovia-en-zapopan/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Lider 919,13/05/2021,Rechazan ciclistas de San Juan Cosalá cambios en ciclovía para sacarla de carretera a Chapala,error,error,0,4.74,https://lider919.com/rechazan-ciclistas-de-san-juan-cosala-cambios-en-ciclovia-para-sacarla-de-carretera-a-chapala,HTTP 404,
Lider 919,14/05/2021,"Frenan construcción de ciclovía en San Juan Cosalá para socializar obra, ante protesta",error,error,0,4.02,https://lider919.com/frenan-construccion-de-ciclovia-en-san-juan-cosala-para-socializar-obra-ante-protesta,HTTP 404,
Trafico ZMG,19/05/2021,"Con un nuevo diseño ergonómico, MiBici tiene 275 nuevas unidades",trafilatura,trafilatura,1373,1.44,https://traficozmg.com/2021/05/con-un-nuevo-diseno-ergonomico-mibici-tiene-275-nuevas-unidades/,,"Con un nuevo diseño ergonómico, MiBici tiene 275 nuevas unidades
El sistema de bicicletas públicas, MiBici, tiene 275 nuevas unidades con nuevo diseño ergonómico que las hace más ligeras y agradables.
La Agencia Metropolitana de Infraestructura para la Movilidad (AMIM), informó que en el transcurso de los días miércoles y jueves estarán en las estaciones las 275 nuevas bicis para reforzar el sistema de balanceo y que los usuarios puedan conocerlas y tener una nueva experiencia de uso.
Características de las nuevas unidades de MiBici:
- Un cuadro de aluminio más compacto y ligero.
- Ruedas de 24 pulgadas.
- Neumáticos con laterales reflejantes.
- 11 niveles para ajustar el asiento.
Se recuerda a todas las personas interesadas y a las y los usuarios que pueden descargar la App de MiBici para IOS y Android en gobjal.mx/MiBiciiOS y gobjal.mx/MiBiciAndroid para realizar consultas, liberar bicicletas y un registro más fácil y sin necesidad de acudir al centro de atención a usuarios. Así como el sitio web https://www.mibici.net/
Tenemos más bicicletas!! 🚴♀🚴♀ ya son parte del balanceo de #MiBici las nuevas unidades modelo FIT, su ergonomía y diseño las hacen más ligeras para una nueva experiencia. pic.twitter.com/nJhaZkg7ZW
— MiBiciPública (@MiBiciPublica) May 19, 2021
JJ
Te puede interesar: Guadalajara y Zapopan donde más vehículos asegurados roban en México"
Lider 919,21/05/2021,Supervisan ampliaciones del sistema «Mi Bici Pública»,error,error,0,4.84,https://lider919.com/supervisan-ampliaciones-del-sistema-mi-bici-publica,HTTP 404,
Notisistema,21/05/2021,Consideran confusa la señalética de la ciclovía de avenida Federalismo,playwright,playwright,252,5.11,https://www.notisistema.com/noticias/consideran-confusa-la-senaletica-de-la-ciclovia-de-avenida-federalismo/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
El Informador,26/05/2021,Presentan iniciativa para obligar a ciclistas a respetar sentido en ciclovías,trafilatura,trafilatura,1960,0.15,https://www.informador.mx/jalisco/Presentan-iniciativa-para-obligar-a-ciclistas-a-respetar-sentido-en-ciclovias-20210526-0108.html,,"Presentan iniciativa para obligar a ciclistas a respetar sentido en ciclovÃas
El documento, queÂ pretende modificar el apartado III del artículo 12 bis de la Ley de Movilidad y Transporte,Â esÂ enviadoÂ para su estudio y análisis
La propuesta busca disminuir la posibilidad de que los ciclistas se accidenten al encontrase de frente. EL INFORMADOR / ARCHIVO
Con el objetivo de prevenir accidentes de ciclistas, este miÃ©rcoles se presentÃ³ en el Congreso del Estado una iniciativa para obligar a los usuarios de las ciclovÃas a respetar el sentido de circulaciÃ³n de estas vÃas, la cual fue enviada para su estudio y anÃ¡lisis.
La iniciativa pretende modificar el apartado III del artÃculo 12 bis de la Ley de Movilidad y Transporte.
âSerÃ¡n obligaciones de los ciclistas: (â¦) Circular en el sentido de la vÃa, aun cuando se encuentren circulando por una ciclovÃaâ.
La iniciativa justifica que el uso de las ciclovÃas en Jalisco se ha incrementado, y para fortalecer la movilidad integral los usuarios deben respetar el sentido de las mismas para su circulaciÃ³n.
âCon ello la movilidad de los ciclistas se realiza con mÃ¡s seguridad y llevando con ello un control de este tipo de circulaciÃ³n no motorizada. Al respetar en sentido de las ciclovÃas se favorece a disminuir la posibilidad de que los ciclistas se accidenten al encontrase de frente unos con los otrosâ.
El diputado Carlos Eduardo SÃ¡nchez Carrillo, autor de la iniciativa, considerÃ³ que se ha hecho costumbre por algunas personas utilizar las ciclovÃas en sentido contrario a la circulaciÃ³n.
âTambiÃ©n se pone en peligro a quien sÃ respeta el sentido de las ciclovÃas y al incorporarse a Ã©stas pudieran llegar a encontrarse y provocar un accidenteâ, expone el documento, que fue turnado a la ComisiÃ³n de Movilidad y Transporte.
NR
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
Milenio,27/05/2021,Ciclovía de avenida Guadalupe sigue causando polémica,trafilatura,trafilatura,2009,0.32,https://www.milenio.com/politica/comunidad/ciclovia-avenida-guadalupe-enfrenta-ciclistas-automovilistas,,"Automovilistas y ciclistas siguen polarizados por la reciente ciclovía de avenida Guadalupe en Zapopan.
Por un lado, los primeros se quejan de que la reducción de carriles ha generado un severo caos vehicular en la zona prácticamente todos los días, situación que deriva en más contaminación y trayectos de mayor duración.
“Pues se ha incrementado más el tráfico debido a la reducción de carriles y pues es una avenida transitada y se ha intensificado el tráfico por lo mismo, pues no nada más en esta si no en otras partes de  la ciudad ha tenido falta de planeación porque hay otras que también se han reducido y ha incrementado mucho el tráfico"" dijo el automovilista, Víctor Jauregui.
“Pues ha estado bastante el tráfico porque nos quitaron un carril y aparte los que están en la flecha hacen doble; sí es más lenta la circulación en horas pico. Pudieron haber reducido la banqueta en vez de parque vehicular"", comentó Edmundo García.
Por su parte los ciclistas reconocen que esta infraestructura necesaria sin embargo también se requiere de mayor mantenimiento para que el asfalto se encuentre en buen estado y no se pueda provocar un accidente.
Agregan que es necesario que se de la protección para los ciclistas pero sobre todo que mejore la cultura vial de los automovilistas.
“Pues en parte es la veo medio mal hecha pero consideró que es buena pues es un tema de seguridad en dado caso de que hubiera mejor cultura vial Pues a lo mejor no fuera necesaria pero por cuestión de cultura en el solo hecho de que se quejen demuestran su cultura"", dijo el ciclista Arturo Contreras.
“Por ejemplo por eso vengo de lado contrario del otro lado hay muchos pedazos que están en construcción entonces la verdad está en muy mal estado todavía, Sí también se han quejado porque yo también usó el vehículo pero para ahorrar o por lo mismo del tráfico y está pésimo la verdad sí es mucho más tráfico"", expuso Ariel.
Es así como esta obra sigue dando de qué hablar y sobre todo generando polémica en este punto.
SRN"
Meganoticias,29/05/2021,Busca Lomelí someter a consulta permanencia de ciclovías,trafilatura,trafilatura,1732,0.59,https://www.meganoticias.mx/guadalajara/noticia/busca-lomeli-someter-a-consulta-permanencia-de-ciclovias/246376,,"Política
                                                                    
                                                Por:
                                                                    								Karla Jiménez
                    							 
                    							
Guadalajara
Fecha: 29-05-2021
                                        Guadalajara
Fecha: 29-05-2021
El candidato de Morena a la alcaldía de Guadalajara, Carlos Lomelí busca que se someta a votación la permanencia de algunos tramos de ciclovía que han provocado molestia en conductores y vecinos.
Sin especificar cuáles podrían ser estos carriles ciclistas en duda de su continuidad, el morenista, quien fue cuestionado al respecto durante el último debate organizado por el Instituto Electoral y de Participación Ciudadana, aseguró que se debe tomar en cuenta la voz de especialistas y vecinos que han mostrado su negativa ante esta estrategia de movilidad alterna.
""Yo creo que hay que hacer un gran referéndum. Hay que plantear cuáles son las que que más se usan, hay que alargar y crecer aquellas que más se usen y por supuesto, hay que eliminar aquellas que provocan embotellamiento, contaminación y tránsito más lento. No han sido bien recibidas por todos las ciclovías, aunque son algo que ayuda bastante para evitar la contaminación, por eso tenemos que preguntar"".
Los carriles ciclistas han impulsado buscan impulsar el uso de movilidad no motorizada, al ser un espacio que ofrezca infraestructura para dar seguridad a quienes transitan en esta.
Entre Guadalajara y Zapopan, suman más de 100 kilómetros de ciclovías interconectadas, para facilitar los trayectos entre ambos municipios, incluidos carriles preferenciales, como en Avenida Hidalgo."
El occidental,31/05/2021,Exigen seguridad en ciclovía de Mariano Otero,trafilatura,trafilatura,341,0.75,https://oem.com.mx/eloccidental/local/noticias-vialidad-exigen-seguridad-en-ciclovia-de-mariano-otero-13163005,,"Locallunes, 31 de mayo de 2021
La zona ""caliente"" va desde la altura de Santa Ana Tepetitlán y Arenales Tapatíos
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
