medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
EL Informador,08/09/2020,"Este domingo reinicia la Vía RecreActiva, pero solo en Zapopan",trafilatura,trafilatura,2360,0.17,https://www.informador.mx/jalisco/Este-domingo-reinicia-la-Via-RecreActiva-pero-solo-en-Zapopan-20200908-0064.html,,"Este domingo reinicia la VÃa RecreActiva, pero solo en Zapopan
El recorrido dominicalÂ volverá a funcionar únicamente en el tramo que va deÂ Acueducto aÂ Atemajac; piden a los asistentes usar cubrebocasÂ
El 15 de marzo fue el Ãºltimo dÃa que operÃ³ la VÃa RecreActiva en la Zona Metropolitana de Guadalajara. EL INFORMADOR / ARCHIVO
Luego de casi seis meses de permanecer inactiva, desde su suspensiÃ³n anunciada el pasado 14 de marzo ante el impacto de la pandemia por el coronavirus en nuestro Estado, este domingo la VÃa RecreActiva reiniciarÃ¡ operaciones, pero Ãºnicamente en Zapopan.
Este martes el alcalde Pablo Lemus Navarro durante su quinto Informe de Gobierno, informÃ³ que la VÃa RecreActiva se llevarÃ¡ a cabo, pero con âestrictas medidas sanitariasâ y Ãºnicamente para actividades en familia y unipersonales, pues de ninguna manera se permitirÃ¡n actividades en grupo.
âEl domingo regresamos a la bicicleta, a volver a pasear a nuestras mascotas. Sostengo que en la nueva normalidad nuestra prioridad seguirÃ¡ siendo abrir aquellos espacios que fomenten el deporte, la cultura y la educaciÃ³n de las y los zapopanosâ, expresÃ³.
La VÃa RecreActiva, dijo, serÃ¡ reabierta Ãºnicamente sobre la avenida Patria, del tramo que compone de la avenida Acueducto a la zona de Atemajac, y despuÃ©s de ello âcada domingo se irÃ¡ abriendo una nueva zona de la VÃaâ, mientras tanto, pidiÃ³ a los asistentes a que acudan con gel antibacterial y cubrebocas y aÃ±adiÃ³ que durante el transcurso de la misma se estarÃ¡ tomando la temperatura de manera aleatoria.
Sin embargo, las alcaldÃas de Guadalajara, Tlaquepaque y TonalÃ¡, donde tambiÃ©n hay VÃas RecreActivas, informaron que hasta el momento no hay una fecha para la reapertura de esta actividad en dichos municipios, pues todavÃa se analizan los protocolos para llevarlo a cabo.
âRecordemos que la pandemia sigue y la invitaciÃ³n es a salir solamente a actividades esenciales y con todas las medidas de prevenciÃ³nâ, expresÃ³ por su parte el alcalde tapatÃo, Ismael Del Toro.
En tanto, el ayuntamiento de TonalÃ¡ seÃ±alÃ³ que su prioridad se ha enfocado en la reactivaciÃ³n econÃ³mica y todavÃa âno quieren aumentar la movilidad de las personasâ.
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
NTR Guadalajara,07/09/2020,"MiBici, con fallas y en problemas",trafilatura,trafilatura,2440,0.37,https://www.ntrguadalajara.com/post.php?id_nota=154368,,"Desde que inició el mes usar el servicio de MiBici se volvió una odisea para los usuarios.
La Agencia Metropolitana de Infraestructura para la Movilidad (AMIM) canceló el 5 de junio la licitación para la contratación de una empresa que se hiciera cargo del sistema de bicicleta pública, por lo que el mantenimiento, organización y atención a los usuarios quedó a cargo, en automático, de la dependencia, la cual no tiene equipo, recursos materiales ni personal para hacerse cargo.
La empresa BKT Bicipública, SA de CV, tuvo la concesión del programa desde que éste surgió y hasta el 31 de agosto, pero ya no fue renovada. Tampoco se contrató a Periferia Pública, SA de CV, empresa competidora que también participó en la licitación que fue cancelada.
Lo anterior tuvo consecuencias en la calidad del servicio y quienes la pagaron fueron los usuarios. La semana pasada, en redes sociales se empezaron a difundir diversas quejas por saturación de estaciones céntricas y otras fallas. Al buscar respuestas, usuarios se encontraron con oficinas de MiBici cerradas y teléfonos y correos electrónicos en los que no contestan. La aplicación tampoco funciona al 100 por ciento.
“El día de ayer y el día de hoy prácticamente todas las estaciones en la Zona Centro de Guadalajara estaban llenas. Tardé más de 40 minutos en encontrar un lugar, qué pésimo su servicio y para variar en ninguna estación funciona la pantalla para solicitar tiempo extra”, comentó Jorge, uno de los tantos usuarios que batalló con MiBici durante el fin de semana.
Ante las quejas de usuarios, la AMIM emitió un video en redes sociales para pedir disculpas, pero minimizó el problema al delimitarlo sólo a “las últimas horas”.
“Desde hace unas horas, el sistema de MiBici ha presentado algunas deficiencias en el servicio debido a problemas administrativos y jurídicos que estamos a punto de resolver. En primer lugar, desde la agencia queremos pedir una disculpa a todos los usuarios de MiBici por todos los problemas que esto pueda causar”, señaló el director de la AMIM, Adrián López González.
NTR buscó en reiteradas ocasiones tener una entrevista con el director de la AMIM para que pudiera resolver dudas de los usuarios, pero no hubo respuesta.
A la fecha se desconoce cuándo se restablecerá el servicio, si se condonarán las multas y sanciones a quienes excedieron los tiempos del sistema ante la saturación en estaciones y cómo podrán comunicarse con la AMIM.
jl/I"
NTR Guadalajara,07/09/2020,"Tras quejas, Mi Bici elimina recargos a usuarios",trafilatura,trafilatura,1845,0.26,https://www.ntrguadalajara.com/post.php?id_nota=154382,,"NTR Guadalajara publicó hoy que usuarios de Mi Bici se inconformaron en redes sociales por la baja en la calidad del servicio tras la terminación del contrato con BKT Bici Pública el 31 de agosto. La Agencia Metropolitana de Infraestructura para la Movilidad (AMIM) tuvo que improvisar para dar un servicio emergente, pero deficiente ante la vista de los ciclistas.
“Mientras se repone el concurso para asignar la operación de MiBici, el servicio es prestado de manera emergente por personal de la AMIM, quienes realizan un enorme esfuerzo con los recursos y capacidades disponibles en la Agencia”, detalló la AMIM.
Justo hoy, la AMIM emitió un comunicado para reiterar que las fallas en el modelo se deben a problemas administrativos y jurídicos. Y ante la queja de usuarios, optaron por condonar los recargos que se generen en los viajes mientras no resuelvan qué empresa se encargará de Mi Bici.
“Durante el anterior proceso de licitación donde se elegiría al operador del servicio, se presentaron inconformidades legales que paralizaron todas las acciones administrativas relacionadas con el sistema, por lo que en estos momentos no se pueden realizar registros al programa, bajas ni cambios administrativos o bancarios en las cuentas de los usuarios”, justificó.
Abundó la dependencia que, como recomendaciones para tratar de mitigar las deficiencias en el servicio, planear recorridos y revisar la disponibilidad de espacios en las estaciones en la app móvil PBSC para realizar un correcto anclaje en los puertos. Si la estación está llena, pueden solicitar tiempo adicional en los kioscos que cuenten con pantalla.
La atención para reportes y/o dudas de usuarios será a través de las redes sociales @mibicipublica y en el teléfono 33 3002 2424 (BICI). No habrá nuevas suscripciones hasta que se restablezca el servicio en su totalidad.
EH"
Lider 919,07/09/2020,Licitación cancelada de Mi Bici provoca deficiencia en el servicio y afecta a usuarios,error,error,0,4.91,https://lider919.com/licitacion-cancelada-de-mi-bici-provoca-deficiencia-en-el-servicio-y-afecta-a-usuarios/,HTTP 404,
Cronica Jalisco,07/09/2020,Operación del sistema MiBici será restablecida en su totalidad en los próximos días,error,error,0,139.06,chrome-error://chromewebdata/,"ConnectTimeout: HTTPSConnectionPool(host='www.cronicajalisco.com', port=443): Max retries exceeded with url: /notas-operacion_del_sistema_mibici_sera_restablecida_en_su_totalidad_en_los_proximos_dias-103386-2020 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f06bf40afd0>, 'Connection to www.cronicajalisco.com timed out. (connect timeout=5)'))",
Publimetro,07/09/2020,Enfrenta el programa MiBici de Guadalajara uno de sus momentos más complicados,trafilatura,trafilatura,536,1.63,https://www.publimetro.com.mx/,,"Activan contingencia ambiental en CDMX y Edomex por altos niveles de ozono
Activan contingencia ambiental por ozono en CDMX y Edomex. Consulta qué autos no circulan este domingo y las recomendaciones de la CAMe
Por Antonio Ramírez
Activa las notificaciones
El excampeón de peso mosca derrotó a Joseph Morales por decisión dividida en Noche UFC
Por Irving Chávez
Cargando ediciones...
Más de 20 años en Visa y dos países liderados: así llegó Francisco Valdivia a dirigir la operación en México, después de vivir la revolución tecnológica"
UDGTV,07/09/2020,Ciclistas denuncian asaltos en plena avenida Niños Héroes,playwright,playwright,113,4.39,https://udgtv.com/noticias/ciclistas-denuncian-asaltos-plena-avenida-ninos-heroes/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
Mural,06/09/2020,Ponchan fallas a red de MiBici,playwright,playwright,147,10.03,https://www.mural.co/ponchan-fallas-a-red-de-mibici/ar2024590?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
Mural,06/09/2020,Roban cuchilleros a ciclistas en ciclovía en Niños Héroes,playwright,playwright,147,6.11,https://www.mural.co/roban-cuchilleros-a-ciclistas-en-ciclovia-en-ninos-heroes/ar2024933,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
El Informador,05/09/2020,"Tras término de contrato, dejan en el aire operación de MiBici",trafilatura,trafilatura,3310,0.2,https://www.informador.mx/jalisco/Tras-termino-de-contrato-dejan-en-el-aire-operacion-de-MiBici-20200905-0015.html,,"Tras tÃ©rmino de contrato, dejan en el aire operaciÃ³n de MiBici
Después de que el fallo de la licitación fuera cancelado, usuarios padecen fallas como la inadecuada distribución de bicicletas entre las estaciones y nula atención telefónica
Los usuarios del programa MiBici batallan con ese sistema de movilidad no motorizada y aseguran que nadie responde a sus solicitudes de atenciÃ³n. EL INFORMADOR/F. Atilano
Desde hace cuatro dÃas, VÃctor ha tenido problemas para anclar una de las unidades del sistema de bicicleta pÃºblica, MiBici, cuando termina su traslado.
âMe subo a la bici y todo bien, pero al llegar a donde iba me encuentro con que la estaciÃ³n tiene todos los espacios ocupadosâ.
Esto lo han enfrentado al menos otros 10 entrevistados por este medio.
La situaciÃ³n se debe a que, desde el 31 de agosto, BKT Bici PÃºblica S.A. de C.V., la empresa pionera del proyecto y la Ãºnica que ha brindado ese servicio desde 2014, terminÃ³ su contrato.
A partir del 1 de septiembre, otra compaÃ±Ãa debiÃ³ tomar la operaciÃ³n. Sin embargo, la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM) cancelÃ³ la licitaciÃ³n que tenÃa en puerta para dictaminar cuÃ¡l serÃa la firma que se encargarÃa de este programa.
Las cuatro participantes eran InterpretaciÃ³n de Ciudad, Periferia Ejecutiva, BKT Bici PÃºblica y Monexlub.
El 5 de junio, la AMIM notificÃ³ que el proceso se anulaba. Por escrito detallÃ³ que, si bien el dictamen y la evaluaciÃ³n seÃ±alan a BKT Bici PÃºblica como la mejor opciÃ³n, los representantes de cÃ¡maras empresariales, integrantes del ComitÃ© de Adjudicaciones de la Agencia, no concordaron con esa determinaciÃ³n.
Mientras, los usuarios lidian con ese sistema de movilidad no motorizada y afirman que nadie responde a sus solicitudes de atenciÃ³n.
MiBici reconoce falla; los usuarios batallan
A travÃ©s de su perfil de Twitter, el programa de MiBici ofreciÃ³ disculpas por el âdesbalance temporalâ de la oferta de bicicletas en las estaciones y asegurÃ³ que âse debe a situaciones administrativas y jurÃdicasâ el hecho de que los usuarios batallen con el servicio.
Ciclistas aseguraron que cuando el servicio se satura o tiene fallas, generalmente contestaban a la brevedad por telÃ©fono, redes sociales o en la oficina.
Sin embargo, este diario comprobÃ³ que actualmente no hay atenciÃ³n en redes sociales ni vÃa telefÃ³nica, y la oficina ubicada en Federalismo #403 permanece cerrada.
Trabajadores que se dedican a recoger las bicicletas de las estaciones aclararon que son empleados de la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM), pero no responsables del programa y, debido a que la empresa BKT Bici PÃºblica dejÃ³ de tener concesiÃ³n con el Gobierno como operadora del servicio, estÃ¡n de apoyo.
Las quejas son diversas. Desde VÃctor, quien recorre estaciÃ³n tras estaciÃ³n para que ânadie me gane el espacio que estÃ¡ disponible para la bicicleta que traigoâ, hasta Patricia, quien tuvo que llevÃ¡rsela a su casa, pues no encontraba lugar para anclarla.
La AMIM no respondiÃ³ sobre la licitaciÃ³n del proyecto o fecha de compromiso con los usuarios para restablecer el servicio.
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
El Informador,03/09/2020,Reportan fallas en MiBici,trafilatura,trafilatura,2083,0.15,https://www.informador.mx/jalisco/Reportan-fallas-en-MiBici-20200903-0128.html,,"Reportan fallas en MiBici
Denuncian que el programa no tiene un balanceo de bicicletas en las estaciones
EL INFORMADOR/ARCHIVO
Usuarios de MiBici han reportado a travÃ©s de redes sociales que el programa no tiene un balanceo de bicicletas en las estaciones, ademÃ¡s de que hay nula atenciÃ³n telefÃ³nica y de oficinas.
Esto ha llevado a que usuarios no tengan dÃ³nde dejar la bicicleta al finalizar el recorrido y opten por llevÃ¡rsela consigo, pues no encuentran dÃ³nde dejarlas sin que les cobren recargos.
En ese caso estÃ¡ Claudia, quien ayer regresaba del trabajo en MiBici. Al llegar a la estaciÃ³n mÃ¡s cercana a su casa, se percatÃ³ que no habÃa espacio para dejar la bicicleta. Luego revisÃ³ y ninguna de las otras estaciones cercanas a su casa contaban con espacio.
âPor la hora, que eran entre nueve y media y diez de la noche, pensÃ© que serÃa peligroso moverme a una estaciÃ³n donde habÃa espacio, asÃ que decidÃ llevÃ¡rmela a casaâ dijo Claudia.
Aunque no le respondieron a sus dudas ni le auxiliaron, minutos despuÃ©s Claudia recibiÃ³ una llamada de personal de la Agencia Metropolitana de Servicios de Infraestructura para la Movilidad (AMIM). âMe dijeron que tenÃa un viaje abierto y les expliquÃ© todo. Fueron a casa y pedÃ que no me realizaran el cargo por algo que no tuve la culpaâ.
Hasta la fecha, Claudia no sabe si ese cargo se realizÃ³, pues la pÃ¡gina web no funciona y no puede ver si existe el recargo.
Otra de las usuarios inconformes es Patricia, quien explicÃ³ que no pudo tomar una bici de su trabajo para llegar a casa, ubicada en la zona de Forum, pues la aplicaciÃ³n le marcaba que las estaciones cercanas a su casa se encontraban llenas.
Diego Ornelas, tambiÃ©n usuario, asegurÃ³ que en la estaciÃ³n de Plaza Universidad el servicio se encontraba saturado a las tres de la tarde. Luego de las denuncias este diario cuestionÃ³ a la Agencia, pero sÃ³lo respondiÃ³ que se revisa el tema.
JM
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
Mural,03/09/2020,Asaltan a ciclistas en Pueblo Quieto,playwright,playwright,147,10.83,https://www.mural.co/asaltan-a-ciclistas-en-pueblo-quieto/ar2023367?v=5,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
