medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
NTR Guadalajara,04/08/2020,Vecinos se quejan de obras de ciclovía,trafilatura,trafilatura,1101,0.43,https://www.ntrguadalajara.com/post.php?id_nota=152754,,"Las obras de la ciclovía que se construye en avenida Revolución han provocado hartazgo entre vecinos, quienes afirmaron que desde hace más de seis meses padecen tráfico, inhabilitación de carriles y otras molestias para ingresar a sus viviendas.
Recientemente habitantes informaron que en la arteria había tomas de luz abiertas, lo que a su vez provocaba acumulación de agua y posibles brotes de dengue.
Tras los señalamientos, NTR realizó ayer un recorrido en el que detectó que las tomas ya habían sido cerradas; sin embargo, hay alcantarillas a medio cubrir que generan riesgos.
Además, de la calle 74 hacia la 54 (o Basilio Badillo) hay tramos donde la vía ciclista sigue en obra negra, por lo que hay varillas que sobresalen del concreto, las cuales ya han generado daños. Según vecinos, el fin de semana dos autos sufrieron ponchaduras por las obras inconclusas.
Durante el recorrido realizado por este medio en el sentido hacia calzada Independencia no se observó a ningún trabajador en la ciclovía, cuyas obras son desarrolladas por la Secretaría de Infraestructura y Obra Pública (SIOP).
jl/I"
Mural,28/07/2020,Justifican ciclovía en camellón,playwright,playwright,147,7.98,https://www.mural.co/justifican-ciclovia-en-camellon/ar1996963?sc=984,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
NTR Guadalajara,25/07/2020,Remodelan ciclovía de Federalismo,trafilatura,trafilatura,658,0.39,https://www.ntrguadalajara.com/post.php?id_nota=152212,,"De Agustín Yáñez hasta avenida Hidalgo fue remodelada la ciclovía de avenida Federalismo, informó el gobernador Enrique Alfaro.
A través de sus redes sociales, indicó que desde hace 10 años a la ciclovía “más antigua de la ciudad” no se le daba mantenimiento.
Señaló que las obras de remodelación se realizaron en tres kilómetros de la ciclovía en ambos sentidos. Se colocó carpeta asfáltica nueva, machuelos, señalamientos horizontales y verticales, banquetas y creceros seguros.
Adelantó que “dentro de poco, le vamos a seguir con el tramo que va de Hidalgo hasta Ávila Camacho para dejarla como nueva y que además, nos dure muchos años en buen estado”.
EH"
Trafico ZMG,24/07/2020,Proponen que ingresos por multas se destinen a movilidad no motorizada,trafilatura,trafilatura,1861,0.45,https://traficozmg.com/2020/07/proponen-que-ingresos-por-multas-se-destinen-a-movilidad-no-motorizada/,,"Proponen que ingresos por multas se destinen a movilidad no motorizada
Rosa Angélica Fregoso, diputada por el Partido Verde Ecologista, presentó dos iniciativas ante la Comisión de Medio Ambiente, la diputada propuso que el dinero que sea recabado por las multas y la verificación vehicular, sea destinado a obras de infraestructuras para la movilidad no motorizada como ciclovías o acondicionamiento de espacios públicos que sirvan para los peatones.
La primer propuesta fue sobre la apertura de nuevas fechas para la verificación vehicular y la segunda sobre el descuento de multas.
“Van a ser dos temas, uno referente a la verificación vehicular, solicitando al ejecutivo nuevas fechas para la implementación de la aplicación del programa, que no se ha llevado a cabo”, mencionó la diputada.
Según lo mencionado por Angélica Fregoso, dentro de la sesión número 23 de la Comisión de Medio Ambiente, Sostenibilidad, Protección Civil y Resiliencia, la segunda iniciativa que fue puesta a discusión es la propuesta del Partido Acción Nacional, que habla respecto a los descuento del 45 por ciento, en multas de vialidad.
«La fracción del PAN propone un descuento, bueno que el 45 por ciento de las multas que se recauden de infracciones viales sean aplicadas para la movilidad no motorizada”, mencionó Fregoso.
Ambas iniciativas serán revisadas por el Congreso del Estado en las próximas semanas, con la finalidad de que sean aprobadas en el menor tiempo posible.
En la sesión número 23 de la Comisión de Medio Ambiente, Sostenibilidad, Protección Civil y Resiliencia que mucho gusto presido, atendimos temas que nos turnaron del pleno, para dar cumplimiento a los procesos legislativos por un #JaliscoVerde pic.twitter.com/AgqHVc50co
— Rosy Fregoso (@RosaFregos) July 24, 2020
JLS
Te puede interesar: Industria de la construcción cae un 32 por ciento en Jalisco"
Zona Docs,23/07/2020,COLECTIVOS Y ORGANIZACIONES PIDEN ATENDER 10 AÑOS DE REZAGO EN MOVILIDAD CICLISTA EN JALISCO,trafilatura,trafilatura,6644,0.51,https://www.zonadocs.mx/2020/07/23/colectivos-y-organizaciones-piden-atender-10-anos-de-rezago-en-movilidad-ciclista-en-jalisco/,,"Organizaciones y colectivos ciclistas en Jalisco solicitaron al Gobierno del Estado que destine el 9% de la deuda adquirida el pasado 23 de mayo a la movilidad no motorizada. Dicha cantidad, equivalente a 554 millones de pesos y será utilizada para el avance del Plan Maestro de Movilidad No Motorizada de Guadalajara que desde hace 10 años contempla la construcción de más de mil 500 kilómetros de ciclovías que permitirán viajes intermodales, económicos y sustentables.
El dinero contemplado en la petición #9ParaLasCiclovías no representa ni el 7% del gasto que causa la congestión vehicular cada año en el Área Metropolitana de Guadalajara, además de que abona a la creación de una ciudad en donde se priorice la vida de las personas y no a los autos.
Por Ximena Torres / @ximena_tra
Con el fin de enmendar el rezago en movilidad ciclista que hay en Jalisco desde hace más de diez años, 33 organizaciones y colectivos ciclistas piden al poder Ejecutivo, al Congreso del Estado y al Instituto de Planeación y Gestión del Desarrollo (IMEPLAN) que se destine al menos el 9% de la deuda pública adquirida el pasado 23 de mayo por el gobernador Enrique Alfaro Ramírez a la movilidad no motorizada.
Siendo 6 mil 200 millones los autorizados por el Congreso de Jalisco para la reactivación económica planteada por Alfaro Ramírez, el presupuesto que piden los y las ciudadanas equivale a 554 millones de pesos. Con ello se propone avanzar en el Plan Maestro de Movilidad No Motorizada del Área Metropolitana de Guadalajara (AMG), que rige las políticas y lineamientos para la construcción de ciclovías y espacios peatonales.
Este plan, que fue creado desde 2009 y entregado a la entonces Secretaría de Vialidad y Transporte en 2010, contempla 16 corredores ciclistas metropolitanos que forman una red de mil 591.89 kilometros y abarcan 8 municipios.
Sin embargo, como las organizaciones y colectivos señalan, hasta ahora en el AMG sólo hay 179.12 kilómetros de ciclovías y 116.15 de carril prioridad ciclista. Además de la longitud recorrida, esta infraestructura se encuentra lejos de cumplir con lo proyectado en el plan maestro porque no está conectada en una red articulada y excluye las zonas periféricas de la ciudad donde el uso del transporte público y la bicicleta es mayor.
Las y los impulsores de #9ParaLasCiclovías proponen usar el presupuesto solicitado para dar prioridad a diez corredores metropolitanos, interconectados en una red segura de movilidad no motorizada y que en total sumarían 221.4 kilómetros de ciclovías en el AMG.
En el comunicado publicado el 20 de junio en Sí A La Ciclovía explican que esas obras “facilitarán que más personas hagan viajes intermodales (que incluyen varios medios de transporte), económicos y sustentables”, por lo que también “garantizarán los derechos a la ciudad de todas las personas”.
¿Por qué apostar por la bicicleta?
Los colectivos ciclistas y organizaciones jaliscienses explican que, en la actualidad, el AMG sufre consecuencias del uso excesivo del automóvil privado como el cambio climático, el gran número de accidentes, el ruido, las enfermedades relacionadas con la contaminación del aire y la congestión.
Referente a la congestión, el Instituto Mexicano para la Competitividad (IMCO) señala en el estudio “El costo de la congestión, vida y recursos perdidos”, que debido al flujo vehicular saturado, la ciudad de Guadalajara pierde más de 8 mil 067 millones de pesos anuales. Este es un gasto que no representa siquiera el 7% de lo que pide la iniciativa #9ParaLasCiclovías.
Para quienes viven en el AMG el costo de la congestión por persona es de aproximadamente 3 mil 876 pesos al año. Sin embargo, como un evidente factor que abona a la desigualdad social, la cifra cambia significativamente dependiendo del transporte que se utiliza. Mientras los usuarios del transporte público pierden 5 mil 654 millones de pesos anuales, los automovilistas gastan 2 mil 413 millones.
En términos de tiempo, la congestión hace que cada persona en Guadalajara pierda 98.44 horas al año, o lo equivalente a 66 películas.
La incapacidad del transporte público para cumplir con las medidas de salubridad necesarias en la nueva normalidad, posterior al confinamiento por el COVID-19, es otro de los argumentos para apostar por la bicicleta y la movilidad peatonal.
La red de movilidad no motorizada también será una infraestructura más segura para las mujeres en sus traslados dentro del AMG, pues el transporte público y las paradas del camión son el segundo y tercer lugar en donde más se presenta el acoso según el estudio “Ser Mujer en Guadalajara” 2018 del observatorio ciudadano Jalisco Cómo Vamos.
En la encuesta, el 64.8% de las mujeres dijeron ser usuarias del transporte público. El 13% del total de ellas han sufrido acoso en el transporte público y 6% en las paradas del camión.
La propuesta
Las obras que se contemplan para dar uso a los 554 millones de pesos solicitados se dividen en dos fases. La primera, con una duración de doce meses, incluye la conclusión de dos corredores planteados en el Plan Maestro de Movilidad No Motorizada del AMG:
- Corredor 1: Carretera Tesistan-Laureles Ávila Camacho, Alcalde, Revolución – Río Nilo
- Corredor 8: Federalismo-8 de Julio-carretera A San Sebastián
Y la construcción desde cero de nueve más:
- Corredor 2: Javier Mina- Gigantes-Pedro Moreno- Morelos- Inglaterra
- Corredor 3: Camino Al ITESO, Cruz del sur-Arboleda-Bernardo de Balbuena-Circunvalación- Plutarco Elías Calles
- Corredor 4: Juan Pablo II- Belisario Domínguez- Aquiles Serdán- González Gallo
- Corredor 7: Mariano Otero
- Corredor 9: Calzada Independencia- Gobernador Curiel
- Corredor 11: Patria- Legalidad- Av. de la cruz, corredor 14: Carretera a Chapala
- Corredor 15: Camino Real a Colima
- Corredor 16: Lázaro Cárdenas
Durante la segunda fase se plantea concluir con la red primaria del Plan Maestro de Movilidad No Motorizada y realizar estudios para implementar ciclovías en otros municipios de Jalisco como Puerto Vallarta, Ciudad Guzmán, Lagos de Moreno, Tepatitlán y Chapala.
Hasta ahora el 3.4% de la población en el AMG usa la bicicleta como medio de transporte principal según la “6ta encuesta de percepción ciudadana sobre calidad de vida 2018” de Jalisco Cómo Vamos, pero tal como sostienen los colectivos, “las ciclovías facilitarían los viajes que ya se realizan e incentivaría a más personas a moverse en bicicleta”.
Tal como señalan desde la iniciativa #9ParaLasCiclovías, es necesario dar pasos firmes hacia la reducción del rezago en movilidad ciclista en Jalisco, sólo así se podrán construir ciudades que prioricen a las personas y no a los autos."
Lider 919,21/07/2020,Demandan organizaciones ciclistas que 9% del crédito de 6 mil 200 MDP se destine a ciclovías,error,error,0,5.0,https://lider919.com/demandan-organizaciones-ciclistas-que-9-del-credito-de-6-mil-200-mdp-se-destine-a-ciclovias/,HTTP 404,
El Occidental,21/07/2020,Piden concluir la red interconectada de ciclovías en la ZMG,trafilatura,trafilatura,410,0.7,https://oem.com.mx/eloccidental/local/noticias-red-interconectada-zona-metropolitana-ciclistas-emergencia-sanitaria-pandemia-presupuesto-estado-de-jalisco-15859316,,"Localmartes, 21 de julio de 2020
Los colectivos proponen la priorización de 10 corredores metropolitanos, interconectados en una red segura de movilidad ciclista de 221.4 kilómetros
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
Mural,20/07/2020,Piden 9% del crédito para hacer corredores ciclistas,error,error,0,3.56,https://lider919.com/demandan-organizaciones-ciclistas-que-9-del-credito-de-6-mil-200-mdp-se-destine-a-ciclovias/,HTTP 204,
Milenio,20/07/2020,Piden ciclistas 9% del crédito de reactivación económica para ciclovías,trafilatura,trafilatura,1131,0.27,https://www.milenio.com/politica/comunidad/reactivacion-economica-ciclistas-piden-9-credito-ciclovias,,"33 organizaciones y colectivos ciclistas de Jalisco solicitaron formalmente que se destine el 9 por ciento del crédito por 6 mil 200 millones de pesos adquirido por el gobierno de Enrique Alfaro el pasado 23 de mayo, a la movilidad no motorizada.
Mencionaron que una red segura de ciclovías permitirá a la ciudadanía hacer traslados seguros, eficientes, asequibles, sustentables que garanticen los derechos a la ciudad a todas las personas. Además, permitirá a las personas transportarse sustentablemente, mientras cumplen con recomendaciones como la sana distancia para disminuir los contagios de covid-19.
La propuesta suma 221.4 kilómetros de ciclovías que conectan de manera articulada el Área Metropolitana de Guadalajara, teniendo un costo aproximado de 554 millones de pesos. El planteamiento contempla los trabajos de una primera fase, a llevarse a cabo en los próximos 12 meses, en la que se terminarían los corredores inconclusos de carretera a Tesistan - Laureles, Ávila Camacho, Alcalde, Revolución – Río Nilo; y Federalismo - 8 de Julio - carretera a San Sebastián; así como la construcción de nueve ciclovías más.
JMH"
Telediario,20/07/2020,Ciclistas piden 9% del crédito de reactivación económica para ciclovías,trafilatura,trafilatura,1647,0.8,https://www.telediario.mx/local/ciclistas-piden-9-credito-reactivacion-economica-ciclovias,,"Ciclistas piden 9% del crÃ©dito de reactivaciÃ³n econÃ³mica para ciclovÃas
Invertir en la movilidad no motorizada permitirÃ¡ a las personas transportarse sustentablemente, mientras cumplen con recomendaciones como la sana distanciaÂ para disminuir los contagios de covid-19, seÃ±alaron.
33 organizaciones y colectivos ciclistas de Jalisco solicitaron formalmente que se destine el 9% del crÃ©dito por 6 mil 200 millones de pesos adquirido por el gobierno de Enrique Alfaro el pasado 23 de mayo, a la movilidad no motorizada.
Mencionaron que una red segura de ciclovÃas permitirÃ¡ a la ciudadanÃa hacer traslados seguros, eficientes, asequibles, sustentables que garanticen los derechos a la ciudad a todas las personas. AdemÃ¡s, permitirÃ¡ a las personas transportarse sustentablemente, mientras cumplen con recomendaciones como la sana distancia para disminuir los contagios de covid-19.
La propuesta suma 221.4 kilÃ³metros de ciclovÃas que conectan de manera articulada el Ãrea Metropolitana de Guadalajara, teniendo un costo aproximado de 554 millones de pesos. El planteamiento contempla los trabajos de una primera fase, a llevarse a cabo en los prÃ³ximos 12 meses, en la que se terminarÃan los corredores inconclusos de carretera a Tesistan - Laureles, Ãvila Camacho, Alcalde, RevoluciÃ³n â RÃo Nilo; y Federalismo - 8 de Julio - carretera a San SebastiÃ¡n; asÃ como la construcciÃ³n de nueve ciclovÃas mÃ¡s.
CGE
Queda prohibida la reproducciÃ³n total o parcial del contenido de esta pÃ¡gina, mismo que es propiedad de TELEDIARIO; su reproducciÃ³n no autorizada constituye una infracciÃ³n y un delito de conformidad con las leyes aplicables."
Pasajero 7,20/07/2020,PIDEN 9% DEL PRESUPUESTO PARA MOVILIDAD CICLISTA EN JALISCO,trafilatura,trafilatura,4280,0.32,http://www.pasajero7.com/piden-presupuesto-movilidad-ciclista-jalisco/,,"Son 33 organizaciones y colectivos ciclistas de Jalisco los que solicitaron formalmente que se destine el 9% del nuevo presupuesto adquirido por el gobierno de Enrique Alfaro, a la movilidad no motorizada.
Mediante un comunicado argumentan que la movilidad ciclista resultará clave ante las nuevas dinámicas necesarias para una nueva normalidad que pondrá a prueba los servicios e infraestructura de la ciudad.
Una red integral de ciclovías permitirá a la ciudadanía hacer traslados seguros, eficientes, asequibles y sustentables que garanticen los derechos a la ciudad a todas las personas. Además, permitirá a los ciclistas transportarse de manera sustentable, mientras cumplen con recomendaciones como la sana distancia, para disminuir los contagios de Covid-19.
En una carta dirigida al poder Ejecutivo, al Congreso del Estado de Jalisco y al IMEPLAN, señalaron la falta de medidas sanitarias suficientes en el transporte público, a la vez que recordaron al Gobierno del Estado que en Jalisco está pendiente la ejecución del Plan Maestro de Movilidad No Motorizada, elaborado en año 2009.
A la fecha, existen en el área metropolitana 179.12 kilómetros de ciclovías y 116.15 kilómetros de carril prioridad ciclista, pero en su mayoría no están conectados en una red articulada y excluyen zonas periféricas de la ciudad donde el uso del transporte público y la bicicleta es mayor. Por ello, se propone la priorización de 10 corredores metropolitanos, interconectados en una red segura de movilidad ciclista, facilitando que más personas hagan viajes intermodales, económicos y sustentables.
La propuesta
La propuesta suma 221.4 kilómetros de ciclovías que conectan de manera articulada el Área Metropolitana de Guadalajara, teniendo un costo aproximado de 554 millones de pesos, equivalente a un 9% de los 6 mil doscientos millones que recibirá el Gobierno del Estado de Jalisco.
Las externalidades por el uso excesivo del automóvil privado van desde congestionamiento, cambio climático, siniestralidad, ruido y enfermedades relacionadas con la contaminación del aire. En el estudio “El costo de la congestión, vida y recursos perdidos”, elaborado por el Instituto Mexicano para la Competitividad (IMCO), presentado en octubre del 2019, se informa que Guadalajara gasta 8 mil millones de pesos para hacer frente a estas externalidades.
Invertir los 554 millones en la red de ciclovías sería dar un avance muy importante, y equivale a un 7% de los costos que solamente la congestión genera. El tener una opción de movernos como la bicicleta ayuda a mediano y largo plazo disminuir los costos de la movilidad, se destaca en el comunicado.
Aunado al avance que representaría del Plan Maestro de Movilidad No Motorizada, la construcción de estos corredores es esencial para la creación de opciones seguras de transporte para las mujeres, ya que el 64.8% de sus traslados son realizados en transporte público y el 13% ha sufrido acoso, según los datos presentados en el estudio “Ser mujer en Guadalajara” 2018.
Podría interesarte: Suman casi 18 mil desplazamientos en ciclovías de Av. Insurgentes
El planteamiento contempla los trabajos de una primera fase, a llevarse a cabo en los próximos 12 meses:
Terminación de corredores inconclusos:
Corredor 1 : Carretera Tesistan-Laureles Ávila Camacho, Alcalde, Revolución – Río Nilo
Corredor 8 : Federalismo-8 de Julio-carretera A San Sebastián
Inicio de la construcción de nueve nuevos corredores;
Corredor 2 : Javier Mina- Gigantes-Pedro Moreno- Morelos- Inglaterra
Corredor 3: Camino Al ITESO, Cruz del sur-Arboleda-Bernardo de Balbuena-Circunvalación- Plutarco Elías Calles
Corredor 4 : Juan Pablo II- Belisario Domínguez- Aquiles Serdán- González Gallo
Corredor 7: Mariano Otero
Corredor 9 : Calzada Independencia- Gobernador Curiel
Corredor 11: Patria- Legalidad- Av. de la cruz, corredor 14: Carretera a Chapala
Corredor 15: Camino Real a Colima
Corredor 16 : Lázaro Cárdenas
Siendo necesaria una segunda fase que permita concluir la implementación de la red primaria del Plan Maestro de Movilidad No Motorizada de Guadalajara, así como la realización de estudios que permitan llevar propuestas de implementación de ciclovías a otros municipios de Jalisco como Puerto Vallarta, Ciudad Guzmán, Lagos de Moreno, Tepatitlán y Chapala."
Mural,16/07/2020,Urgen terminar en Chapalita,playwright,playwright,147,9.37,https://www.mural.co/urgen-terminar-en-chapalita/ar1988704,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
Mural,14/07/2020,Acuerdan ciclovía en Avenida Guadalupe,playwright,playwright,147,8.03,https://www.mural.co/acuerdan-ciclovia-en-avenida-guadalupe/ar1987026,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
Mural,13/07/2020,Se recupera MiBici,playwright,playwright,147,7.88,https://www.mural.co/se-recupera-mibici/ar1986924,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
